Year,NDVI_district,NDVI_district_crop_mask,Obs_yield,Total_production,Total_area,Irrigated_area,Irrigated_production,Unirrigated_area,Unirrigated_production,Simulated_yield,Simulated_yield_sd,Simulated_yield_allyears,Simulated_yield_allyears_sd,Crop,Province,District_id,District_name_ts
1982,NaN,NaN,0.819313467,217.2,265.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Punjab,601,Attock
1983,NaN,NaN,0.993148078,260.9,262.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Punjab,601,Attock
1984,0.264316648,0.243882596,0.868621937,216.2,248.9,NaN,NaN,NaN,NaN,0.95,0.35,0.94,0.36,Wheat,Punjab,601,Attock
1985,0.245266676,0.256104469,0.922981366,148.6,161,NaN,NaN,NaN,NaN,1.19,0.37,1.18,0.37,Wheat,Punjab,601,Attock
1986,0.291616648,0.306648523,1.323085847,228.1,172.4,NaN,NaN,NaN,NaN,1.35,0.39,1.35,0.38,Wheat,Punjab,601,Attock
1987,0.303216666,0.292093754,1.069088743,179.5,167.9,NaN,NaN,NaN,NaN,1.28,0.36,1.28,0.36,Wheat,Punjab,601,Attock
1988,0.249549985,0.240292057,0.852142857,119.3,140,NaN,NaN,NaN,NaN,0.97,0.36,0.96,0.36,Wheat,Punjab,601,Attock
1989,0.23650001,0.229897261,1.101956135,185.9,168.7,NaN,NaN,NaN,NaN,0.82,0.36,0.85,0.35,Wheat,Punjab,601,Attock
1990,0.278283328,0.28465271,1.224276032,198.7,162.3,NaN,NaN,NaN,NaN,1.19,0.36,1.19,0.37,Wheat,Punjab,601,Attock
1991,0.304866642,0.315175861,1.363057325,214,157,NaN,NaN,NaN,NaN,1.38,0.39,1.38,0.39,Wheat,Punjab,601,Attock
1992,0.286366671,0.268950254,1.391950464,224.8,161.5,NaN,NaN,NaN,NaN,1.12,0.37,1.14,0.39,Wheat,Punjab,601,Attock
1993,0.284216672,0.268338531,1.293550332,214.6,165.9,NaN,NaN,NaN,NaN,1.06,0.37,1.07,0.37,Wheat,Punjab,601,Attock
1994,0.25728333,0.234850496,1.089419795,159.6,146.5,NaN,NaN,NaN,NaN,0.84,0.36,0.86,0.36,Wheat,Punjab,601,Attock
1995,0.295300007,0.279398501,1.214100906,187.7,154.6,NaN,NaN,NaN,NaN,1.25,0.38,1.26,0.38,Wheat,Punjab,601,Attock
1996,0.313149989,0.313613445,1.453764861,220.1,151.4,NaN,NaN,NaN,NaN,1.39,0.38,1.39,0.38,Wheat,Punjab,601,Attock
1997,0.285883337,0.275893271,1.025032092,159.7,155.8,NaN,NaN,NaN,NaN,1.22,0.37,1.21,0.38,Wheat,Punjab,601,Attock
1998,0.355866671,0.337386787,1.713828425,267.7,156.2,NaN,NaN,NaN,NaN,1.52,0.39,1.53,0.4,Wheat,Punjab,601,Attock
1999,0.350466639,0.330184281,1.527498448,246.08,161.1,NaN,NaN,NaN,NaN,1.56,0.4,1.57,0.4,Wheat,Punjab,601,Attock
2000,0.285950005,0.316193759,1.467831754,247.77,168.8,NaN,NaN,NaN,NaN,1.52,0.38,1.52,0.37,Wheat,Punjab,601,Attock
2001,0.207816675,0.210142776,0.685734463,97.1,141.6,NaN,NaN,NaN,NaN,0.94,0.35,0.92,0.37,Wheat,Punjab,601,Attock
2002,0.22223331,0.239877358,0.779889153,98.5,126.3,NaN,NaN,NaN,NaN,1.11,0.38,1.09,0.36,Wheat,Punjab,601,Attock
2003,0.305200011,0.321676582,1.524628616,195,127.9,NaN,NaN,NaN,NaN,1.44,0.4,1.44,0.4,Wheat,Punjab,601,Attock
2004,0.347416639,0.327150464,1.333094556,186.1,139.6,NaN,NaN,NaN,NaN,1.82,0.42,1.82,0.41,Wheat,Punjab,601,Attock
2005,0.398016661,0.39006266,1.865580448,274.8,147.3,NaN,NaN,NaN,NaN,1.87,0.44,1.88,0.42,Wheat,Punjab,601,Attock
2006,0.308499992,0.300524086,1.666666667,249.5,149.7,NaN,NaN,NaN,NaN,1.43,0.39,1.44,0.39,Wheat,Punjab,601,Attock
2007,0.37561667,0.387581319,2.029077118,321,158.2,NaN,NaN,NaN,NaN,1.8,0.41,1.83,0.4,Wheat,Punjab,601,Attock
2008,0.334749967,0.319739282,1.275796178,200.3,157,NaN,NaN,NaN,NaN,1.56,0.38,1.56,0.4,Wheat,Punjab,601,Attock
2009,0.342466682,0.371584088,1.703910615,274.5,161.1,NaN,NaN,NaN,NaN,1.86,0.42,1.86,0.43,Wheat,Punjab,601,Attock
2010,0.255566657,0.247253984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.17,0.38,Wheat,Punjab,601,Attock
2011,0.347799987,0.343043983,1.62195122,252.7,155.8,42.9,16.6,209.8,139.2,1.74,0.41,1.75,0.4,Wheat,Punjab,601,Attock
2012,0.252399981,0.278439045,1.075289575,167.1,155.4,28.8,14.2,138.3,141.2,1.34,0.39,1.34,0.38,Wheat,Punjab,601,Attock
2013,0.369616657,0.364070415,1.055840822,164.5,155.8,36.2,14.2,128.3,141.6,1.73,0.38,1.68,0.4,Wheat,Punjab,601,Attock
2014,0.348566651,0.354775846,1.372093023,218.3,159.1,31.3,14.2,187.1,144.9,1.52,0.39,1.51,0.39,Wheat,Punjab,601,Attock
2015,0.361233324,0.373955697,1.733425494,300.94,173.61,35.2,16.59,265.74,157.02,1.69,0.4,1.69,0.41,Wheat,Punjab,601,Attock
2016,0.421666622,0.405046225,1.785322469,335.23,187.77,43.37,14.57,291.86,173.2,2.03,0.44,2.02,0.43,Wheat,Punjab,601,Attock
2017,0.362433314,0.326389045,1.354674595,205.03,151.35,53.23,23.07,151.8,128.28,1.58,0.4,1.58,0.4,Wheat,Punjab,601,Attock
2018,0.34101665,0.332554966,1.474264949,223.13,151.35,46.51,16.59,176.62,134.76,1.73,0.41,1.73,0.39,Wheat,Punjab,601,Attock
2019,0.35558331,0.363882363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.64,0.42,Wheat,Punjab,601,Attock
1982,NaN,NaN,1.844106464,48.5,26.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Sindh,801,Badin
1983,NaN,NaN,1.278873239,45.4,35.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Sindh,801,Badin
1984,0.283800006,0.236517772,1.287323944,45.7,35.5,NaN,NaN,NaN,NaN,1.37,0.7,1.37,0.7,Wheat,Sindh,801,Badin
1985,0.309399992,0.259041548,0.93498452,30.2,32.3,NaN,NaN,NaN,NaN,1.67,0.68,1.63,0.71,Wheat,Sindh,801,Badin
1986,0.29095,0.241380498,1.108359133,35.8,32.3,NaN,NaN,NaN,NaN,1.44,0.71,1.42,0.72,Wheat,Sindh,801,Badin
1987,0.303249985,0.265665233,1.245714286,43.6,35,NaN,NaN,NaN,NaN,1.74,0.72,1.7,0.72,Wheat,Sindh,801,Badin
1988,0.28670001,0.250055939,1.362857143,47.7,35,NaN,NaN,NaN,NaN,1.54,0.74,1.52,0.69,Wheat,Sindh,801,Badin
1989,0.22209999,0.189331323,1.669030733,70.6,42.3,NaN,NaN,NaN,NaN,0.6,0.66,0.82,0.62,Wheat,Sindh,801,Badin
1990,0.266249985,0.241238132,1.289215686,52.6,40.8,NaN,NaN,NaN,NaN,1.43,0.73,1.42,0.72,Wheat,Sindh,801,Badin
1991,0.285950005,0.226698294,1.423728814,58.8,41.3,NaN,NaN,NaN,NaN,1.23,0.71,1.25,0.69,Wheat,Sindh,801,Badin
1992,0.261900008,0.216529652,1.611510791,67.2,41.7,NaN,NaN,NaN,NaN,1.06,0.7,1.14,0.66,Wheat,Sindh,801,Badin
1993,0.349799991,0.255585581,1.514084507,64.5,42.6,NaN,NaN,NaN,NaN,1.6,0.71,1.59,0.72,Wheat,Sindh,801,Badin
1994,0.301050007,0.208658457,0.948717949,40.7,42.9,NaN,NaN,NaN,NaN,1.03,0.73,1.04,0.67,Wheat,Sindh,801,Badin
1995,0.400249988,0.26328221,1.431677019,46.1,32.2,NaN,NaN,NaN,NaN,1.7,0.73,1.67,0.71,Wheat,Sindh,801,Badin
1996,0.423049986,0.265228808,1.452095808,48.5,33.4,NaN,NaN,NaN,NaN,1.72,0.72,1.7,0.74,Wheat,Sindh,801,Badin
1997,0.334450006,0.258288115,1.630177515,55.1,33.8,NaN,NaN,NaN,NaN,1.63,0.74,1.62,0.73,Wheat,Sindh,801,Badin
1998,0.341199994,0.289182216,1.498461538,48.7,32.5,NaN,NaN,NaN,NaN,2.03,0.74,1.97,0.75,Wheat,Sindh,801,Badin
1999,0.421000004,0.288982183,1.601719198,55.9,34.9,NaN,NaN,NaN,NaN,2.02,0.78,1.97,0.76,Wheat,Sindh,801,Badin
2000,0.306949973,0.277432173,1.809116809,63.5,35.1,NaN,NaN,NaN,NaN,1.86,0.77,1.84,0.73,Wheat,Sindh,801,Badin
2001,0.345099986,0.268428832,1.507042254,32.1,21.3,NaN,NaN,NaN,NaN,1.76,0.76,1.73,0.75,Wheat,Sindh,801,Badin
2002,0.2421,0.248732194,1.577981651,34.4,21.8,NaN,NaN,NaN,NaN,1.51,0.74,1.51,0.73,Wheat,Sindh,801,Badin
2003,0.260699987,0.251956761,1.366666667,24.6,18,NaN,NaN,NaN,NaN,1.56,0.75,1.54,0.72,Wheat,Sindh,801,Badin
2004,0.408199996,0.331991524,1.581081081,35.1,22.2,NaN,NaN,NaN,NaN,2.64,0.78,2.47,0.86,Wheat,Sindh,801,Badin
2005,0.34284997,0.2861678,2.227758007,62.6,28.1,NaN,NaN,NaN,NaN,1.96,0.75,1.94,0.76,Wheat,Sindh,801,Badin
2006,0.352499992,0.29368642,2.294498382,70.9,30.9,NaN,NaN,NaN,NaN,2.05,0.76,2.02,0.77,Wheat,Sindh,801,Badin
2007,0.369599998,0.337388128,2.713780919,76.8,28.3,NaN,NaN,NaN,NaN,2.58,0.88,2.53,0.83,Wheat,Sindh,801,Badin
2008,0.352100015,0.329566956,2.643097643,78.5,29.7,NaN,NaN,NaN,NaN,2.48,0.86,2.44,0.83,Wheat,Sindh,801,Badin
2009,0.32494998,0.320295721,2.792792793,93,33.3,NaN,NaN,NaN,NaN,2.35,0.8,2.33,0.82,Wheat,Sindh,801,Badin
2010,0.333350003,0.320810109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.34,0.82,Wheat,Sindh,801,Badin
2011,0.396200001,0.348405927,2.968085106,111.6,37.6,111,36.8,0.6,0.8,2.69,0.89,2.65,0.84,Wheat,Sindh,801,Badin
2012,0.389899969,0.286110997,2.738410596,82.7,30.2,82.2,29.5,0.5,0.7,1.94,0.74,1.94,0.76,Wheat,Sindh,801,Badin
2013,0.375699997,0.337798297,3.063768116,105.7,34.5,105.2,33.8,0.5,0.7,2.54,0.88,2.53,0.84,Wheat,Sindh,801,Badin
2014,0.341749966,0.32331863,3.040983607,111.3,36.6,110.7,35.8,0.6,0.8,2.37,0.84,2.37,0.81,Wheat,Sindh,801,Badin
2015,0.377299994,0.322241545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.35,0.81,Wheat,Sindh,801,Badin
2016,0.401499987,0.318366945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.31,0.82,Wheat,Sindh,801,Badin
2017,0.36254999,0.298835546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.08,0.79,Wheat,Sindh,801,Badin
2018,0.288749993,0.255588979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.59,0.74,Wheat,Sindh,801,Badin
2019,0.225849986,0.212002546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.08,0.65,Wheat,Sindh,801,Badin
1982,NaN,NaN,1.372890026,268.4,195.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Punjab,602,Bahawalnagar
1983,NaN,NaN,1.568007663,327.4,208.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Punjab,602,Bahawalnagar
1984,0.364024997,0.308543235,1.33992467,284.6,212.4,NaN,NaN,NaN,NaN,1.57,0.3,1.55,0.28,Wheat,Punjab,602,Bahawalnagar
1985,0.414974988,0.344695061,1.387667304,290.3,209.2,NaN,NaN,NaN,NaN,1.81,0.29,1.78,0.28,Wheat,Punjab,602,Bahawalnagar
1986,0.430949986,0.35152635,1.920150305,408.8,212.9,NaN,NaN,NaN,NaN,1.82,0.3,1.82,0.28,Wheat,Punjab,602,Bahawalnagar
1987,0.433075011,0.369001091,1.565087495,366.7,234.3,NaN,NaN,NaN,NaN,1.96,0.31,1.93,0.29,Wheat,Punjab,602,Bahawalnagar
1988,0.381324977,0.34557727,1.608621426,376.9,234.3,NaN,NaN,NaN,NaN,1.8,0.3,1.78,0.3,Wheat,Punjab,602,Bahawalnagar
1989,0.386700004,0.27352801,1.708850621,426.7,249.7,NaN,NaN,NaN,NaN,1.27,0.3,1.33,0.27,Wheat,Punjab,602,Bahawalnagar
1990,0.416674972,0.346546829,1.703808752,420.5,246.8,NaN,NaN,NaN,NaN,1.8,0.3,1.79,0.27,Wheat,Punjab,602,Bahawalnagar
1991,0.428550005,0.342018217,1.71712356,432.2,251.7,NaN,NaN,NaN,NaN,1.77,0.32,1.76,0.29,Wheat,Punjab,602,Bahawalnagar
1992,0.32249999,0.305323422,1.755280988,440.4,250.9,NaN,NaN,NaN,NaN,1.51,0.3,1.53,0.28,Wheat,Punjab,602,Bahawalnagar
1993,0.411300004,0.339918345,1.845204934,463.7,251.3,NaN,NaN,NaN,NaN,1.75,0.31,1.75,0.3,Wheat,Punjab,602,Bahawalnagar
1994,0.330974996,0.349695951,1.799227799,466,259,NaN,NaN,NaN,NaN,1.82,0.31,1.81,0.29,Wheat,Punjab,602,Bahawalnagar
1995,0.491325021,0.412611961,2.245658466,620.7,276.4,NaN,NaN,NaN,NaN,2.22,0.31,2.21,0.31,Wheat,Punjab,602,Bahawalnagar
1996,0.556549966,0.420709014,2.079886886,588.4,282.9,NaN,NaN,NaN,NaN,2.27,0.33,2.26,0.3,Wheat,Punjab,602,Bahawalnagar
1997,0.51622498,0.377281338,1.964377525,534.9,272.3,NaN,NaN,NaN,NaN,1.99,0.31,1.98,0.3,Wheat,Punjab,602,Bahawalnagar
1998,0.533174992,0.401253372,2.154605263,589.5,273.6,NaN,NaN,NaN,NaN,2.14,0.3,2.14,0.3,Wheat,Punjab,602,Bahawalnagar
1999,0.566524982,0.422623307,2.024963289,551.6,272.4,NaN,NaN,NaN,NaN,2.29,0.32,2.27,0.31,Wheat,Punjab,602,Bahawalnagar
2000,0.560449958,0.416187733,2.497348887,706.5,282.9,NaN,NaN,NaN,NaN,2.23,0.31,2.23,0.31,Wheat,Punjab,602,Bahawalnagar
2001,0.603999972,0.424103707,2.333567663,663.9,284.5,NaN,NaN,NaN,NaN,2.29,0.32,2.28,0.31,Wheat,Punjab,602,Bahawalnagar
2002,0.595799983,0.436755419,2.155665372,610.7,283.3,NaN,NaN,NaN,NaN,2.38,0.32,2.36,0.32,Wheat,Punjab,602,Bahawalnagar
2003,0.501350045,0.432839543,2.466098687,694.7,281.7,NaN,NaN,NaN,NaN,2.34,0.32,2.33,0.31,Wheat,Punjab,602,Bahawalnagar
2004,0.555575013,0.53012079,2.563902107,754.3,294.2,NaN,NaN,NaN,NaN,3,0.35,2.95,0.32,Wheat,Punjab,602,Bahawalnagar
2005,0.562674999,0.506570578,2.712018906,803.3,296.2,NaN,NaN,NaN,NaN,2.82,0.36,2.8,0.34,Wheat,Punjab,602,Bahawalnagar
2006,0.541999996,0.476410061,2.479295729,760.4,306.7,NaN,NaN,NaN,NaN,2.63,0.33,2.61,0.31,Wheat,Punjab,602,Bahawalnagar
2007,0.576250017,0.497411132,3.0263329,930.9,307.6,NaN,NaN,NaN,NaN,2.74,0.34,2.74,0.33,Wheat,Punjab,602,Bahawalnagar
2008,0.492075026,0.489346266,2.562615101,834.9,325.8,NaN,NaN,NaN,NaN,2.71,0.34,2.69,0.32,Wheat,Punjab,602,Bahawalnagar
2009,0.64199996,0.541892827,2.860115607,989.6,346,NaN,NaN,NaN,NaN,3.06,0.37,3.02,0.32,Wheat,Punjab,602,Bahawalnagar
2010,0.550724983,0.529737473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.94,0.33,Wheat,Punjab,602,Bahawalnagar
2011,0.570574999,0.555828035,3.122679814,1076.7,344.8,1072.9,341.1,3.8,3.6,3.13,0.36,3.11,0.33,Wheat,Punjab,602,Bahawalnagar
2012,0.486999989,0.495796472,2.94142135,989.2,336.3,985.5,332.2,3.7,4.1,2.74,0.32,2.73,0.32,Wheat,Punjab,602,Bahawalnagar
2013,0.63607496,0.552468956,2.984216796,1002.1,335.8,998.4,331.8,3.7,4,3.12,0.36,3.09,0.33,Wheat,Punjab,602,Bahawalnagar
2014,0.579824984,0.553016901,3.03594316,1089.6,358.9,1085.5,354.5,4,4.4,3.12,0.38,3.09,0.34,Wheat,Punjab,602,Bahawalnagar
2015,0.591449976,0.543738902,3.146371864,1161.2,369.06,1153.44,362.59,7.76,6.47,3.05,0.37,3.03,0.34,Wheat,Punjab,602,Bahawalnagar
2016,0.571349978,0.542134821,3.051766418,1132.48,371.09,1124.18,363.4,8.3,7.69,3.04,0.37,3.02,0.35,Wheat,Punjab,602,Bahawalnagar
2017,0.517199993,0.537810028,3.359240164,1218.43,362.71,1209.31,355.02,9.12,7.69,2.99,0.33,2.99,0.35,Wheat,Punjab,602,Bahawalnagar
2018,0.51730001,0.482542783,3.069092584,1132.71,369.07,1125.43,362.19,7.28,6.88,2.65,0.32,2.65,0.32,Wheat,Punjab,602,Bahawalnagar
2019,0.444399983,0.465912938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.52,0.32,Wheat,Punjab,602,Bahawalnagar
1982,NaN,NaN,1.544326241,261.3,169.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Punjab,603,Bahawalpur
1983,NaN,NaN,1.802240896,321.7,178.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Punjab,603,Bahawalpur
1984,0.184450001,0.209829926,1.401506997,260.4,185.8,NaN,NaN,NaN,NaN,2.26,0.32,2.23,0.34,Wheat,Punjab,603,Bahawalpur
1985,0.187849998,0.217974976,1.604754008,290.3,180.9,NaN,NaN,NaN,NaN,2.31,0.32,2.28,0.35,Wheat,Punjab,603,Bahawalpur
1986,0.316399992,0.212613299,1.870899471,353.6,189,NaN,NaN,NaN,NaN,2.26,0.33,2.25,0.34,Wheat,Punjab,603,Bahawalpur
1987,0.223699987,0.191943675,1.748523622,355.3,203.2,NaN,NaN,NaN,NaN,2.13,0.34,2.11,0.34,Wheat,Punjab,603,Bahawalpur
1988,0.180350006,0.20642072,1.708854427,341.6,199.9,NaN,NaN,NaN,NaN,2.23,0.33,2.21,0.35,Wheat,Punjab,603,Bahawalpur
1989,-0.018300001,0.046226647,1.9693451,424,215.3,NaN,NaN,NaN,NaN,0.73,0.27,1.15,0.27,Wheat,Punjab,603,Bahawalpur
1990,0.151649997,0.199572518,1.77551963,384.4,216.5,NaN,NaN,NaN,NaN,2.18,0.33,2.16,0.34,Wheat,Punjab,603,Bahawalpur
1991,0.15715,0.194017321,1.765103697,391.5,221.8,NaN,NaN,NaN,NaN,2.14,0.33,2.12,0.34,Wheat,Punjab,603,Bahawalpur
1992,0.156650007,0.181748196,2.052877866,438.7,213.7,NaN,NaN,NaN,NaN,2.04,0.34,2.04,0.34,Wheat,Punjab,603,Bahawalpur
1993,0.188950002,0.226262599,2.21696638,567.1,255.8,NaN,NaN,NaN,NaN,2.35,0.34,2.34,0.36,Wheat,Punjab,603,Bahawalpur
1994,0.158450007,0.164847061,1.900981647,445.4,234.3,NaN,NaN,NaN,NaN,1.93,0.31,1.93,0.32,Wheat,Punjab,603,Bahawalpur
1995,0.261299998,NaN,2.084864392,476.6,228.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Punjab,603,Bahawalpur
1996,0.205449998,0.211643249,1.965106732,478.7,243.6,NaN,NaN,NaN,NaN,2.25,0.34,2.24,0.36,Wheat,Punjab,603,Bahawalpur
1997,0.23619999,0.22093986,2.375586854,556.6,234.3,NaN,NaN,NaN,NaN,2.3,0.34,2.3,0.35,Wheat,Punjab,603,Bahawalpur
1998,0.22829999,0.237364858,2.190891089,553.2,252.5,NaN,NaN,NaN,NaN,2.42,0.34,2.41,0.35,Wheat,Punjab,603,Bahawalpur
1999,0.229349986,0.198248401,2.328244275,579.5,248.9,NaN,NaN,NaN,NaN,2.15,0.35,2.15,0.33,Wheat,Punjab,603,Bahawalpur
2000,0.150599986,0.220360354,2.846850245,754.7,265.1,NaN,NaN,NaN,NaN,2.28,0.34,2.3,0.35,Wheat,Punjab,603,Bahawalpur
2001,0.219099998,0.225962371,2.439132034,663.2,271.9,NaN,NaN,NaN,NaN,2.34,0.35,2.33,0.35,Wheat,Punjab,603,Bahawalpur
2002,0.195050001,0.240754277,2.363838459,638,269.9,NaN,NaN,NaN,NaN,2.44,0.37,2.43,0.37,Wheat,Punjab,603,Bahawalpur
2003,0.281149983,0.254761726,2.69408262,723.9,268.7,NaN,NaN,NaN,NaN,2.53,0.37,2.52,0.38,Wheat,Punjab,603,Bahawalpur
2004,0.173999995,0.234686255,2.361702128,632.7,267.9,NaN,NaN,NaN,NaN,2.4,0.37,2.39,0.37,Wheat,Punjab,603,Bahawalpur
2005,0.25849998,0.269515067,2.716758748,737.6,271.5,NaN,NaN,NaN,NaN,2.63,0.39,2.62,0.38,Wheat,Punjab,603,Bahawalpur
2006,0.200499982,0.219824776,2.585231194,749.2,289.8,NaN,NaN,NaN,NaN,2.29,0.34,2.29,0.35,Wheat,Punjab,603,Bahawalpur
2007,0.285149992,0.284992129,2.911174785,812.8,279.2,NaN,NaN,NaN,NaN,2.73,0.42,2.72,0.39,Wheat,Punjab,603,Bahawalpur
2008,0.227349997,0.251128346,2.578395954,713.7,276.8,NaN,NaN,NaN,NaN,2.51,0.36,2.5,0.36,Wheat,Punjab,603,Bahawalpur
2009,0.418749988,0.33425495,2.995937712,885,295.4,NaN,NaN,NaN,NaN,3.08,0.47,3.05,0.45,Wheat,Punjab,603,Bahawalpur
2010,0.31825,0.342791438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1,0.45,Wheat,Punjab,603,Bahawalpur
2011,0.228149995,0.29717049,3.145149786,881.9,280.4,877.1,274.4,4.8,6.1,2.8,0.4,2.8,0.39,Wheat,Punjab,603,Bahawalpur
2012,0.282199979,0.269782186,3.191456903,836.8,262.2,832.1,256.2,4.7,6.1,2.61,0.38,2.62,0.4,Wheat,Punjab,603,Bahawalpur
2013,0.357299984,0.285753846,3,796.2,265.4,794.6,263.4,1.6,2,2.73,0.41,2.73,0.41,Wheat,Punjab,603,Bahawalpur
2014,0.331499994,0.357420266,3.025403364,881.3,291.3,879.4,288.9,1.9,2.4,3.26,0.47,3.2,0.45,Wheat,Punjab,603,Bahawalpur
2015,0.221349984,0.24378489,3.047098034,905.11,297.04,902.24,294.2,2.87,2.84,2.44,0.34,2.45,0.36,Wheat,Punjab,603,Bahawalpur
2016,0.388199985,0.36392206,3.227195524,969.03,300.27,965,296.22,4.03,4.05,3.28,0.49,3.24,0.48,Wheat,Punjab,603,Bahawalpur
2017,0.417450011,0.365591884,3.402419215,984.49,289.35,982.05,286.92,2.44,2.43,3.26,0.48,3.25,0.48,Wheat,Punjab,603,Bahawalpur
2018,0.276799977,0.323806763,3.222117367,921.88,286.11,920.21,284.09,1.67,2.02,2.98,0.45,2.98,0.44,Wheat,Punjab,603,Bahawalpur
2019,0.349600017,0.232449293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.38,0.37,Wheat,Punjab,603,Bahawalpur
1982,NaN,NaN,0,0,118.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Punjab,604,Bhakkar
1983,NaN,NaN,1.32571912,156.7,118.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Punjab,604,Bhakkar
1984,0.192599997,0.224306151,1.257408975,148.5,118.1,NaN,NaN,NaN,NaN,1.3,0.21,1.29,0.18,Wheat,Punjab,604,Bhakkar
1985,0.280200005,0.269154936,1.222016651,132.1,108.1,NaN,NaN,NaN,NaN,1.54,0.2,1.51,0.21,Wheat,Punjab,604,Bhakkar
1986,0.34009999,0.26984936,1.344888889,151.3,112.5,NaN,NaN,NaN,NaN,1.53,0.2,1.51,0.2,Wheat,Punjab,604,Bhakkar
1987,0.345449984,0.269483328,1.299835255,157.8,121.4,NaN,NaN,NaN,NaN,1.53,0.2,1.51,0.2,Wheat,Punjab,604,Bhakkar
1988,0.287949979,0.260293216,1.45247766,178.8,123.1,NaN,NaN,NaN,NaN,1.47,0.21,1.46,0.19,Wheat,Punjab,604,Bhakkar
1989,0.097949997,0.239075318,1.53297953,202.2,131.9,NaN,NaN,NaN,NaN,1.34,0.21,1.36,0.2,Wheat,Punjab,604,Bhakkar
1990,0.265349984,0.360347539,1.619631902,211.2,130.4,NaN,NaN,NaN,NaN,1.97,0.22,1.96,0.23,Wheat,Punjab,604,Bhakkar
1991,0.23314999,0.324420989,1.665098039,212.3,127.5,NaN,NaN,NaN,NaN,1.79,0.21,1.78,0.22,Wheat,Punjab,604,Bhakkar
1992,0.145099998,0.326967865,1.752066116,233.2,133.1,NaN,NaN,NaN,NaN,1.8,0.23,1.79,0.22,Wheat,Punjab,604,Bhakkar
1993,0.163800001,0.294375896,1.651979089,221.2,133.9,NaN,NaN,NaN,NaN,1.64,0.22,1.63,0.21,Wheat,Punjab,604,Bhakkar
1994,0.186649993,0.279844463,1.657677903,221.3,133.5,NaN,NaN,NaN,NaN,1.56,0.21,1.56,0.21,Wheat,Punjab,604,Bhakkar
1995,0.207800001,0.345731467,1.779285714,249.1,140,NaN,NaN,NaN,NaN,1.9,0.22,1.88,0.21,Wheat,Punjab,604,Bhakkar
1996,0.321850002,0.335796922,1.740740741,244.4,140.4,NaN,NaN,NaN,NaN,1.85,0.22,1.84,0.21,Wheat,Punjab,604,Bhakkar
1997,0.292249978,0.295597553,1.86641791,250.1,134,NaN,NaN,NaN,NaN,1.63,0.21,1.64,0.2,Wheat,Punjab,604,Bhakkar
1998,0.355799973,0.353053093,2.171348315,309.2,142.4,NaN,NaN,NaN,NaN,1.92,0.23,1.92,0.23,Wheat,Punjab,604,Bhakkar
1999,0.319949985,0.365804911,1.961567445,260.3,132.7,NaN,NaN,NaN,NaN,1.99,0.23,1.98,0.22,Wheat,Punjab,604,Bhakkar
2000,0.325699985,0.343522817,2.380029155,326.54,137.2,NaN,NaN,NaN,NaN,1.86,0.2,1.87,0.22,Wheat,Punjab,604,Bhakkar
2001,0.414550006,0.39762345,2.241452991,314.7,140.4,NaN,NaN,NaN,NaN,2.14,0.24,2.14,0.24,Wheat,Punjab,604,Bhakkar
2002,0.404799998,0.356783956,2.165787491,287.4,132.7,NaN,NaN,NaN,NaN,1.94,0.23,1.94,0.22,Wheat,Punjab,604,Bhakkar
2003,0.409649998,0.434732705,2.437070938,319.5,131.1,NaN,NaN,NaN,NaN,2.33,0.26,2.32,0.24,Wheat,Punjab,604,Bhakkar
2004,0.406199992,0.474128395,2.300595238,309.2,134.4,NaN,NaN,NaN,NaN,2.54,0.27,2.52,0.26,Wheat,Punjab,604,Bhakkar
2005,0.375899971,0.459296227,2.466435986,356.4,144.5,NaN,NaN,NaN,NaN,2.45,0.27,2.44,0.26,Wheat,Punjab,604,Bhakkar
